i,j
202,155
129,205
547,133
557,67
457,133
26,37
665,847
435,40
426,23
213,535
57,22
423,161
455,200
168,123
250,222
199,442
1243,1117
1223,1097
466,48
209,544
323,178
238,391
287,178
553,162
274,16
514,718
425,46
437,484
300,434
423,174
523,102
212,199
545,60
171,341
1159,1110
374,86
356,64
442,215
1163,1009
570,86
233,384
1070,1051
653,152
0,49
418,163
150,101
141,198
1116,1088
184,233
315,66
431,509
16,740
332,26
1053,1031
291,450
600,97
259,220
290,240
339,469
427,59
304,188
167,245
527,198
583,236
373,205
1250,1134
247,220
401,425
289,309
261,474
316,235
635,109
602,75
384,444
251,95
256,360
1229,1149
231,234
561,57
506,196
597,62
430,8
145,162
268,86
282,430
358,109
376,566
148,83
1249,860
1282,974
141,201
275,17
226,307
218,228
107,1109
147,185
578,174
624,108
1057,1033
1240,1122
212,411
1207,1018
220,234
519,225
335,465
275,217
0,753
342,460
166,284
411,509
1293,1021
523,713
246,434
1132,1044
1110,1037
170,314
233,161
154,90
21,180
1274,1039
204,459
453,424
9,759
233,302
284,151
1222,1133
477,105
1180,1152
194,492
1169,1002
281,1021
169,211
211,341
227,204
341,602
399,59
163,208
309,636
233,1115
208,326
163,120
308,267
11,236
1176,1013
1174,1106
6,101
374,468
1241,1113
240,414
1289,1161
369,160
216,68
1157,1037
534,716
479,103
248,1065
420,10
16,109
203,315
608,103
1077,1030
389,190
297,538
288,314
298,533
295,553
330,127
1255,1085
233,43
3,250
104,1107
228,579
581,179
256,1082
282,142
281,402
634,166
394,30
231,1103
1275,919
251,460
1227,1074
1194,1043
561,205
591,241
238,109
219,126
410,598
130,202
461,45
1085,1167
1238,1017
128,405
326,61
1253,1011
413,86
165,443
210,385
136,1084
294,146
1212,1131
623,174
206,566
289,149
172,266
335,636
362,468
1275,850
1266,1021
508,160
158,346
362,14
1198,1046
1197,1141
547,204
389,541
1122,1092
280,211
1191,1022
149,362
124,1081
397,606
326,246
196,222
24,20
1156,1044
432,52
262,313
1296,880
464,69
1287,1104
15,56
331,98
126,1074
1147,1132
1231,859
200,127
425,99
576,253
144,364
251,486
349,237
1081,1003
302,497
140,344
563,78
485,190
465,63
313,439
1191,1118
200,477
334,491
1283,879
419,107
243,1043
375,626
315,56
228,39
1123,1025
382,82
390,600
22,236
220,315
1252,835
436,229
142,357
200,241
421,27
294,484
345,489
265,99
577,163
597,71
127,207
74,1052
296,190
348,18
217,485
488,140
455,469
1241,1102
341,254
1284,892
451,521
1155,1078
357,616
214,551
1248,1100
235,247
488,663
192,275
244,22
244,169
222,347
484,137
309,426
425,180
409,464
208,246
183,529
237,1089
1293,894
455,79
438,504
263,173
1285,1066
154,439
1189,1114
248,652
332,69
255,244
222,484
189,219
624,810
1138,1014
1296,1109
466,190
346,129
201,49
582,283
347,241
163,113
254,216
295,314
1239,994
43,71
619,147
449,477
1152,1114
1273,1029
404,23
1214,1127
1258,1053
511,89
398,97
597,111
265,281
236,163
187,323
322,500
164,129
440,72
263,324
365,592
248,97
165,368
148,389
611,89
1274,871
1224,843
319,424
201,202
272,453
330,610
497,216
213,227
271,179
214,239
349,104
381,465
627,141
244,342
528,228
0,680
516,159
1255,805
458,107
480,71
559,197
196,266
583,92
453,202
1243,830
16,89
456,132
1186,1089
11,758
258,661
274,490
1257,1121
209,485
217,333
401,69
1158,1096
215,312
1139,1041
585,259
1246,1115
1140,1048
299,196
483,20
225,295
1254,862
349,12
263,1074
205,307
2,148
398,538
262,579
590,257
1166,1046
248,53
1237,1035
1154,1035
232,551
353,474
1181,1132
261,308
1230,832
229,119
348,182
731,916
227,93
5,223
331,625
253,668
609,117
178,232
1286,930
451,410
277,295
178,456
405,173
193,177
377,437
176,100
221,401
18,30
1167,1143
270,178
528,141
180,335
245,595
185,520
156,163
423,71
192,303
590,779
1104,1193
271,142
244,425
1269,829
10,668
274,228
393,254
313,234
334,58
605,163
278,278
444,207
1145,1025
258,596
449,439
389,173
1268,887
610,79
0,201
309,451
210,224
168,436
151,144
1278,863
277,376
1179,1147
434,34
191,95
774,952
1245,1048
746,934
515,712
258,77
526,78
1206,844
1208,1018
239,646
1049,1013
470,78
9,237
362,629
1225,1085
10,246
1293,956
306,177
348,80
382,90
41,40
352,119
676,862
1285,1084
262,314
320,513
381,252
224,167
260,302
370,40
295,88
302,143
1277,1058
89,1036
420,578
223,503
405,467
611,808
136,1079
265,607
365,455
1289,1144
581,71
1143,1054
10,689
373,41
367,119
371,259
177,392
482,216
285,169
1235,834
266,346
450,461
327,254
223,64
253,1116
498,24
435,442
1194,1139
1216,1077
1286,1096
270,477
1213,1022
266,579
1138,1118
1064,1045
280,252
1275,1173
196,93
1233,872
152,404
267,52
439,164
1287,1093
582,203
209,127
558,77
228,417
432,218
136,351
507,68
262,114
544,147
329,427
306,253
1240,1112
563,164
1161,1078
208,540
22,17
407,451
359,67
278,579
5,681
430,125
540,106
240,87
1136,1017
638,836
282,173
1285,1028
1161,1007
1201,1129
216,306
230,1064
396,531
202,334
1259,1074
472,222
236,662
180,401
1092,1164
1067,1040
405,10
268,227
570,66
223,574
334,625
18,88
82,1042
208,38
263,403
574,187
407,513
184,313
154,475
1133,1061
248,215
17,90
207,154
1292,975
207,479
246,130
310,50
1285,1102
478,163
462,414
416,224
300,37
236,1092
400,471
299,167
51,28
167,348
589,53
181,135
507,174
1280,1030
211,220
237,97
2,41
184,294
625,100
168,254
277,213
449,521
30,57
1258,973
436,227
274,1059
171,105
201,133
1253,1102
228,1049
323,161
402,619
567,176
1215,848
269,283
175,351
140,172
516,155
446,181
522,72
1240,1116
1213,847
463,38
1250,1122
334,202
394,44
532,704
210,184
307,320
310,197
272,273
1,43
1105,1096
241,409
466,27
377,249
176,156
251,209
152,462
374,263
339,106
110,1104
279,347
142,429
203,142
604,111
227,240
333,46
264,39
15,90
336,210
168,179
206,512
190,408
505,121
1223,825
1274,899
1,783
553,154
22,105
89,1032
396,529
304,272
258,265
448,96
155,456
150,242
167,420
1207,1121
563,15
1089,1156
1289,1025
1165,1003
218,376
264,1113
1253,1058
260,1104
1064,1055
517,157
335,36
243,1036
231,1071
676,866
284,161
99,1059
1276,1004
1237,840
1286,861
416,106
246,268
436,89
729,908
1108,1093
279,135
251,141
224,439
186,467
1171,1082
589,776
333,275
1110,1078
510,713
1260,1046
1268,849
262,452
329,104
252,347
26,10
409,148
1292,868
310,285
191,406
451,438
564,224
1123,1032
1204,1018
765,939
120,211
599,104
600,79
416,538
383,545
211,183
281,134
376,164
1141,1126
360,495
406,644
581,240
1256,895
1119,1068
1273,1085
210,519
193,334
258,367
279,130
294,19
189,440
238,400
213,387
175,331
433,467
248,1046
252,1107
563,89
458,75
1275,891
1207,1084
1198,1021
322,135
297,104
680,867
421,101
1281,1004
433,80
1262,1086
459,26
467,117
128,371
433,128
399,640
335,448
229,1088
261,1061
0,719
173,226
276,501
168,309
1166,1104
171,216
336,144
45,52
376,437
282,139
380,159
437,409
235,1085
236,645
490,161
348,471
468,210
1175,1090
241,57
254,287
371,634
1134,1043
603,799
257,28
133,1080
627,154
370,70
470,204
340,20
258,430
230,344
197,183
342,635
474,200
566,64
377,265
1247,970
1111,1015
298,285
197,438
625,154
211,315
404,417
588,773
244,560
208,355
1236,1077
487,48
207,157
189,161
434,96
151,349
550,38
123,206
47,28
238,256
1232,861
355,459
1123,1100
306,277
1080,1074
16,661
341,589
155,373
221,52
1191,1016
1237,1140
1282,845
1264,1097
237,420
1178,1069
245,287
213,108
41,39
293,161
235,305
245,1060
453,169
302,270
1201,1158
510,710
298,408
3,794
223,52
411,584
502,698
271,148
1248,977
294,295
514,149
35,90
308,444
361,188
1215,1088
377,67
1226,1116
343,606
187,168
474,55
276,240
407,201
278,403
206,142
575,274
1287,1043
170,326
145,84
424,637
326,535
495,70
214,382
258,29
1059,1008
524,119
479,104
197,236
176,177
437,416
415,8
366,179
180,174
275,279
523,39
1271,1107
1290,929
1251,1053
428,630
137,162
226,36
160,325
13,36
303,526
376,31
320,86
1217,1093
337,138
200,213
186,16
1284,919
436,17
1261,880
196,37
7,221
169,174
384,174
294,63
583,48
1212,1053
9,141
313,550
546,96
281,328
220,476
237,1031
414,480
175,333
185,196
206,51
1255,845
492,94
1257,883
1189,1043
452,424
172,368
24,25
426,157
449,99
1208,1007
405,444
478,12
154,235
434,431
1,133
229,1080
170,371
159,227
1268,953
276,480
202,332
14,156
1255,951
217,441
289,479
190,275
136,389
1291,1056
1161,1010
279,515
456,83
289,87
236,190
238,318
761,946
392,599
284,112
1146,1109
282,348
504,162
167,269
185,144
289,294
416,161
242,347
400,554
246,241
20,235
329,160
612,114
420,119
2,228
1220,1165
347,631
306,525
287,480
174,121
279,108
296,136
248,35
343,44
242,462
628,149
311,95
362,628
305,78
1058,1006
416,142
194,291
456,415
442,44
197,439
280,105
1244,993
89,1028
1239,1145
387,527
494,131
1257,1004
174,315
587,111
314,135
324,443
487,222
503,63
258,604
210,376
346,506
457,61
549,153
317,83
520,719
1048,1027
339,199
264,428
196,66
247,282
544,182
1219,1056
280,27
393,46
382,123
224,168
5,60
346,203
170,358
328,13
291,107
290,20
274,1066
439,32
621,139
368,636
310,536
335,596
345,71
296,263
174,122
213,451
244,302
449,91
352,440
474,77
576,86
1151,1039
26,97
575,229
501,688
450,189
1076,1048
319,88
1228,851
335,611
557,68
435,478
219,38
62,10
353,632
1234,1025
255,594
475,116
23,67
468,94
1079,1020
1145,1021
142,219
411,42
1169,1052
572,105
182,431
466,64
209,192
228,576
142,385
487,165
221,676
381,443
275,137
452,422
497,156
173,137
1218,851
375,225
122,208
214,253
526,219
500,71
4,779
172,140
288,514
298,179
277,605
1243,971
378,198
289,577
600,75
348,93
147,149
1253,900
1284,965
227,233
379,151
321,626
594,106
246,489
594,137
1279,858
519,179
260,13
215,198
40,66
222,560
324,503
1072,1049
1154,1090
515,187
345,183
402,617
344,461
716,894
601,153
450,433
195,419
203,70
646,835
502,37
228,412
194,483
1215,1041
466,165
182,279
228,153
1240,1067
16,180
1294,1195
288,150
1168,1032
344,587
250,174
1137,1098
412,618
490,657
351,491
435,490
199,400
206,193
236,247
245,99
1279,1056
365,189
315,236
288,182
76,1027
38,15
214,268
267,336
229,102
157,96
188,493
251,259
411,627
1294,998
505,126
313,555
288,371
5,91
252,1062
339,440
249,1062
206,213
444,30
422,102
1283,1064
385,469
745,920
1243,1030
550,75
544,115
550,67
226,172
333,465
198,292
412,567
1215,1048
223,163
176,466
168,311
1198,1104
139,178
510,99
295,543
27,107
237,661
1169,1085
431,114
1251,1030
217,137
234,145
355,467
266,64
1188,1040
165,279
1276,944
32,93
222,477
242,672
208,141
592,86
365,12
258,316
590,233
250,36
279,505
1275,1061
396,481
507,185
491,81
226,289
332,486
294,516
213,352
1219,1116
245,129
1080,1022
183,355
579,271
538,152
1149,1118
416,498
537,151
176,267
559,21
1182,1017
178,111
262,156
98,1044
1114,1070
1137,1078
395,31
249,412
259,1040
1189,1044
1241,963
198,138
1227,1092
137,216
405,113
410,155
253,572
250,207
424,203
316,109
208,483
208,279
172,506
202,203
450,438
1156,1020
329,29
492,150
648,136
378,153
271,469
1235,1073
201,110
33,52
533,39
183,432
170,417
1269,1047
193,444
77,1054
289,199
284,378
210,361
637,159
349,123
208,22
317,135
328,616
226,547
1250,841
19,73
223,74
292,77
532,43
420,69
1,144
429,511
16,52
1203,1066
349,60
260,483
133,1061
1257,886
264,1063
1222,1134
530,85
587,178
453,460
380,580
152,87
755,934
263,46
1204,842
611,157
178,463
586,81
175,473
346,263
235,649
131,385
308,498
1297,1166
297,441
264,1104
601,111
256,1057
370,550
291,237
295,355
427,617
355,227
216,433
1198,1022
431,108
9,132
304,515
16,757
277,412
440,8
184,531
306,530
233,118
17,46
192,187
1094,1067
405,58
220,452
221,122
491,693
450,73
578,250
447,112
346,633
529,54
592,190
1284,981
586,78
337,504
364,200
398,23
1136,1021
246,367
615,799
329,607
363,161
368,570
1119,1059
110,1053
438,107
1249,962
296,207
188,438
627,121
148,349
547,209
366,585
492,185
206,405
302,202
1235,1001
502,93
440,200
1219,1147
1239,826
396,428
445,451
275,473
593,122
1130,1034
1231,1106
334,616
247,287
1239,856
410,214
197,132
210,424
473,160
433,522
260,663
1255,887
304,24
417,552
1223,826
424,16
362,242
224,328
525,136
170,402
229,291
423,86
365,73
207,508
518,145
1068,1061
283,314
277,45
264,1072
204,550
596,96
286,374
222,195
400,617
1222,1046
1286,881
1112,1088
1143,1113
643,819
241,353
10,680
553,77
23,171
238,299
1292,997
244,348
591,245
1206,1173
178,469
359,459
282,138
199,530
379,265
293,500
402,159
595,63
1165,1032
419,546
341,96
1292,1167
488,183
585,283
469,200
315,466
420,620
1250,1115
170,514
1226,1093
472,9
463,184
494,225
27,89
247,285
281,434
213,548
207,408
248,39
140,422
262,161
309,479
547,214
259,307
1132,1099
638,160
538,42
201,439
260,294
229,270
251,1103
210,17
375,243
404,434
622,95
447,428
1276,841
1106,1042
402,472
1244,996
11,40
400,543
339,495
415,542
213,130
433,495
1241,1071
418,545
475,218
159,418
1233,828
1072,1052
149,200
397,609
351,465
374,41
1153,1072
228,672
550,100
393,626
286,301
177,323
120,1061
15,36
146,393
525,722
442,37
294,464
227,255
269,1064
463,33
470,195
297,458
214,60
344,46
1210,1161
171,467
296,510
323,108
1261,898
440,465
291,507
283,323
222,273
187,43
301,412
1041,595
886,431
725,505
1095,333
755,802
1056,166
484,575
1194,543
41,601
1028,783
963,1150
1279,489
563,292
831,478
1234,574
917,709
745,123
791,464
883,164
705,191
843,516
1071,582
329,860
541,890
495,461
700,238
879,485
759,484
167,1079
1184,394
90,1070
28,1079
3,556
1077,1177
205,1011
67,207
902,574
1022,688
1076,361
985,1045
830,445
827,984
1006,250
1210,545
1193,471
1031,224
1033,870
265,753
982,144
772,520
1152,494
798,358
185,761
138,717
758,509
801,7
88,204
973,1155
409,813
302,943
1040,558
831,11
986,1116
104,312
709,256
1152,147
1015,151
1213,295
114,968
549,392
49,609
893,181
27,989
372,330
1217,507
144,903
1193,554
638,548
929,439
72,17
1057,247
872,167
1061,660
1244,488
172,1098
970,125
1214,180
979,491
131,1183
1288,268
334,843
1002,115
1059,705
822,471
184,1097
169,880
1030,1157
987,731
972,918
381,499
1018,814
75,630
137,788
1033,1090
31,802
1150,162
957,482
1006,757
695,1076
916,1078
406,883
1059,1147
1285,371
1078,476
1140,628
59,748
1038,682
914,643
1,1163
1008,316
278,688
749,573
1116,309
760,498
528,474
1221,94
921,189
997,177
956,618
0,889
93,244
1007,338
79,785
347,964
770,95
348,356
42,679
1021,799
78,757
874,980
905,174
1224,292
959,456
1117,1128
1232,278
721,136
353,972
1006,510
1077,1082
515,540
1010,799
440,903
70,620
705,186
736,244
67,1120
1251,501
535,260
1136,635
150,963
772,534
1069,80
812,661
561,398
272,791
177,1081
846,35
219,792
714,150
436,573
872,447
1048,189
1003,512
240,742
950,344
109,226
1221,121
1061,69
913,533
502,400
347,373
724,136
968,187
296,772
969,345
805,447
60,1058
184,777
1058,127
874,542
926,258
1095,613
550,507
890,398
672,322
807,522
956,433
1225,97
989,1162
914,1043
1018,482
1021,385
1249,600
92,691
860,896
419,853
1070,755
1027,503
1091,195
115,93
1085,271
888,667
1010,560
888,602
1020,150
717,574
895,435
804,636
1050,591
1129,131
438,553
899,576
11,943
1003,263
1164,240
1116,294
933,13
779,442
890,284
736,860
1214,311
993,82
1022,139
758,324
8,605
1277,444
1006,1099
235,1013
368,946
949,654
737,490
859,685
505,293
119,962
1229,172
979,684
1125,456
75,264
1194,309
427,689
971,315
712,861
1096,640
1069,409
273,549
915,117
1251,98
868,434
1,612
817,910
46,114
1172,372
59,1035
1277,637
696,1061
1125,1167
771,405
860,544
1127,1172
970,891
1172,62
919,217
320,960
1010,405
406,891
148,866
113,824
1206,128
34,811
305,380
326,292
316,775
331,834
865,961
466,924
1022,182
424,821
808,103
1289,455
1052,958
1218,80
891,276
774,663
22,949
81,255
1109,636
866,498
890,191
363,375
104,694
20,882
1108,877
928,29
499,926
1063,1077
302,746
814,44
975,624
473,427
808,72
976,516
20,1154
756,286
564,320
521,296
1232,382
351,741
1048,338
1065,900
455,241
888,57
814,331
977,1057
892,523
1225,223
44,175
956,935
84,27
29,1105
739,551
885,1024
981,1025
1194,63
857,750
95,172
1229,525
987,476
239,805
46,655
755,500
213,996
977,1157
380,951
972,624
279,781
269,765
1160,16
503,439
267,1005
1190,493
1277,561
684,231
114,722
230,518
955,901
137,791
727,849
665,551
559,424
1268,637
1264,622
897,320
292,913
62,70
504,897
1089,316
1279,443
983,35
1181,382
550,309
1194,259
4,505
55,682
1087,236
818,344
908,48
792,928
1055,955
29,809
1293,161
889,634
285,804
814,406
164,58
1133,250
16,626
694,237
937,895
210,731
785,612
904,218
844,479
475,439
520,265
856,998
740,190
192,1098
594,857
931,99
1280,601
1133,132
523,486
1100,1157
806,939
44,874
503,510
1131,32
1034,788
961,1127
1033,535
1130,379
31,709
1102,920
560,439
845,139
526,269
1106,43
102,178
999,1034
575,324
111,703
1201,314
1024,913
45,129
34,189
1289,253
300,382
65,265
553,444
1208,338
529,442
962,547
837,362
787,363
31,984
1258,188
118,69
1110,626
1282,456
1038,202
905,1074
1018,533
1009,1058
78,772
983,814
771,72
516,491
1045,698
15,949
75,15
1035,601
439,843
1038,65
746,845
127,794
723,51
1241,510
1112,509
1096,182
311,764
504,430
1073,142
887,614
1030,646
977,402
1161,151
1075,1194
48,723
1030,1048
1256,178
343,295
1105,332
1006,499
1069,440
155,61
1206,63
36,726
524,408
965,1022
931,731
824,319
998,712
16,950
80,35
1022,848
1158,248
919,177
816,227
7,976
364,951
975,798
1292,264
47,1159
814,365
235,517
920,29
971,1182
879,315
786,70
967,40
957,839
11,525
1039,1053
1263,373
1132,645
199,1074
561,434
835,61
845,988
136,802
1066,668
140,54
721,862
961,644
357,797
1030,297
1056,642
114,281
1250,186
989,432
1227,549
1121,509
892,65
1176,260
972,720
55,497
900,694
375,277
903,333
893,1000
977,621
1087,82
823,438
1128,151
1042,901
95,261
1235,345
1168,460
352,299
1187,379
848,171
1039,669
73,823
121,732
969,229
820,1013
36,1052
95,881
843,155
759,545
519,318
947,929
949,208
1235,78
35,173
1219,989
33,635
1051,116
823,227
867,996
925,665
889,905
1289,565
742,819
1229,361
447,909
919,146
1252,527
86,41
1209,61
743,83
957,438
1023,375
1062,103
935,240
99,937
58,732
936,129
1094,333
540,322
115,276
899,395
784,422
171,1066
971,410
994,1100
949,14
1089,520
921,894
697,219
867,287
1208,497
1219,394
48,1098
36,1188
58,785
742,559
1077,317
1268,377
1060,445
1096,624
822,185
1144,223
950,278
71,275
953,140
809,394
64,254
196,929
1108,367
1222,566
1222,618
1285,566
1148,124
1063,712
1002,559
1162,151
427,836
932,632
956,218
407,903
1090,200
714,190
820,662
898,251
873,665
532,437
929,153
968,732
957,1113
997,61
372,778
136,725
1054,1187
1040,1061
120,937
369,870
1070,51
1188,548
910,988
960,374
966,324
802,384
1275,435
4,963
859,123
498,392
939,180
953,1121
955,1101
380,929
61,550
979,129
24,1067
1115,600
1281,805
1102,300
532,393
1266,421
1013,312
233,695
1031,154
997,469
1097,530
317,397
878,462
592,532
1133,152
999,70
36,865
1205,629
473,271
1266,418
33,1086
985,1066
927,384
285,999
699,13
966,670
860,1048
1162,24
818,361
857,202
1151,489
936,612
520,479
278,785
1010,553
50,205
710,198
834,719
993,321
49,823
12,1142
196,801
993,889
506,904
77,85
776,602
955,737
791,73
1037,937
1047,378
882,560
961,694
867,669
1209,490
20,888
466,385
538,301
1275,429
1037,945
954,244
1254,557
1287,126
516,510
865,1003
1239,95
887,244
1025,1070
987,229
33,776
933,947
562,858
102,781
80,1011
1139,696
8,1087
861,523
1009,489
383,940
958,322
763,808
1215,404
1029,240
228,974
1192,971
859,999
912,989
415,945
1255,103
773,663
1151,339
18,997
885,508
319,392
147,867
973,745
537,421
863,275
1066,437
738,814
699,1024
750,562
942,447
1051,573
976,140
907,969
1037,1157
792,935
393,737
1027,964
1048,700
897,12
88,60
1270,426
1244,60
1044,918
127,156
376,908
1077,34
927,664
362,316
1158,285
904,140
1222,67
1211,387
1273,390
756,116
831,112
273,554
93,725
1258,186
998,1043
986,1008
858,624
66,625
196,733
959,1027
191,1018
1244,551
1021,1165
1286,174
894,204
375,398
1008,295
331,297
819,639
114,319
1016,600
272,531
1096,591
1171,192
155,1024
679,321
980,1057
1097,740
1118,42
796,421
936,932
385,288
923,960
1149,548
51,862
1177,84
1184,143
1265,126
90,932
939,98
984,674
1144,274
1056,1096
947,1168
951,929
104,789
973,429
168,940
41,629
955,494
51,607
326,978
148,1067
975,446
549,886
969,155
1158,555
292,789
1004,485
70,929
796,657
991,832
914,647
50,630
1187,394
524,259
775,162
1079,357
877,439
1080,99
1273,401
1229,241
1152,624
1138,1136
907,110
859,746
44,264
263,1010
1118,152
1279,512
201,992
276,876
1285,619
736,88
881,420
946,910
1113,294
1241,633
886,928
313,736
1166,511
936,256
1089,180
864,163
957,392
981,374
912,546
933,905
663,527
1131,375
1018,279
796,458
257,719
1000,1069
41,785
562,891
54,241
260,730
1070,291
1014,288
1114,231
1051,470
1025,813
908,1128
976,1180
124,38
56,131
1152,486
966,579
1201,517
534,262
927,1094
1054,20
1089,486
749,323
942,980
156,874
1093,70
1183,101
1276,535
921,112
685,161
338,772
946,1037
304,948
209,768
732,242
580,350
296,601
908,420
68,617
1138,288
126,905
1197,306
1019,139
1263,216
709,608
168,882
1028,700
756,26
1084,485
101,668
520,364
772,932
1140,11
47,749
274,894
846,223
1077,1114
1216,396
946,143
5,1041
200,952
1065,89
122,83
873,277
466,381
280,759
1261,79
869,237
1101,1135
756,581
1227,343
1083,282
88,987
29,1052
1214,402
94,183
1177,580
899,390
75,899
248,889
368,960
1061,314
1071,586
504,460
932,215
446,386
1022,142
59,504
1074,650
869,301
859,874
783,59
1178,463
1048,574
573,314
854,668
798,386
1011,266
909,260
377,831
1139,621
969,578
924,387
1245,515
230,519
321,843
1115,594
1016,312
912,174
874,130
960,583
1033,355
1218,568
1045,369
1229,616
933,167
507,532
992,798
1,866
860,985
1056,897
938,832
958,107
395,346
657,554
782,270
953,352
1081,451
913,183
300,934
875,668
950,60
1123,1139
844,204
472,264
795,132
1108,377
1177,590
1194,513
802,496
338,319
1167,179
938,24
985,990
1292,216
97,970
1236,450
1070,10
164,912
916,220
1218,260
1096,227
962,247
85,113
522,437
1010,419
812,65
592,334
139,266
1153,600
1031,719
1191,297
1177,639
1034,617
94,1104
839,105
186,707
427,933
1163,254
1124,902
1159,625
54,730
858,1005
995,37
1239,59
127,238
1099,277
956,1171
1206,493
442,911
392,658
1189,460
820,203
704,576
92,24
179,750
1114,954
929,307
824,313
363,418
946,549
946,651
961,145
735,841
960,182
1038,455
742,811
869,49
949,752
954,756
11,910
144,909
97,269
881,488
950,936
952,897
1141,322
132,923
973,790
837,969
1042,937
815,450
1099,553
963,129
834,242
1032,623
371,874
1291,238
960,434
204,771
145,1185
1273,314
872,962
1025,155
1187,29
91,678
1067,403
178,771
752,228
90,716
58,954
31,619
8,1027
883,120
1259,447
1215,394
959,570
1281,482
203,813
1003,85
892,913
1077,640
934,10
1139,514
1164,266
736,527
1069,22
308,959
94,999
563,877
1276,623
143,61
1235,500
897,935
794,249
475,583
715,1068
52,782
1116,255
1217,203
1034,306
666,553
165,787
1044,622
888,292
900,462
740,565
12,524
1285,247
348,735
8,1011
1135,510
919,869
1218,1001
435,395
794,180
826,439
876,636
284,789
1205,473
994,731
316,857
968,621
855,205
283,879
953,991
911,958
132,783
11,1104
917,833
240,1018
423,932
1107,355
130,907
1015,1136
107,876
1073,54
59,183
771,668
341,552
291,957
509,897
990,396
982,165
819,172
883,733
16,615
1078,288
1136,94
908,686
980,1118
1073,337
838,563
895,255
21,1167
122,867
535,848
1027,475
554,293
1176,430
40,875
968,1050
1034,449
1201,468
1030,969
821,552
976,996
932,32
1132,616
959,8
858,456
502,290
858,489
64,661
1034,476
881,953
580,861
822,111
786,288
62,1079
950,978
978,466
883,177
177,733
774,249
965,470
800,578
766,57
232,760
200,1066
976,723
1116,106
549,896
1092,538
853,691
530,569
821,24
921,891
0,897
1084,519
1167,486
883,452
765,291
613,522
981,1191
1103,647
1038,150
341,961
1172,92
929,367
749,509
1250,506
976,507
388,487
101,78
840,446
372,737
858,518
8,932
1076,203
803,144
738,251
1185,208
791,93
1137,956
904,229
993,290
880,675
927,402
887,733
1170,583
384,928
854,638
937,777
943,59
114,135
1251,552
1101,489
995,804
66,533
907,653
768,180
1138,698
476,267
906,367
950,402
367,849
142,978
493,235
1018,779
878,1057
1276,389
1139,532
954,637
1168,193
804,513
78,808
976,720
540,366
53,137
1249,180
1041,126
90,887
1201,335
1267,217
840,946
86,776
841,328
1180,374
1077,431
824,198
1129,878
1126,560
1217,160
820,206
371,885
145,288
49,825
942,869
863,900
203,731
1248,447
576,317
55,81
899,409
703,995
766,29
872,973
13,866
187,1093
1211,430
871,906
6,506
940,172
686,1040
230,971
1176,296
1025,9
557,361
792,109
1058,637
312,750
990,1182
332,547
69,754
124,226
702,206
932,1023
1154,615
513,870
855,941
305,753
86,673
529,384
112,929
844,75
849,958
52,231
998,1070
887,923
565,411
60,1039
979,57
1144,167
272,967
273,938
938,431
989,1109
175,767
55,771
1002,201
1085,421
1114,150
747,836
1059,419
470,473
1015,308
45,791
60,664
422,686
992,543
548,875
1274,643
918,174
325,810
919,669
174,758
393,905
101,820
1279,485
1266,316
804,122
66,901
332,799
106,195
954,512
660,532
1009,544
299,617
956,493
134,978
1013,346
877,416
676,1040
1126,115
959,31
255,990
1146,617
1078,1179
1226,475
27,1074
827,502
863,232
399,377
1059,735
695,194
54,1125
1073,208
885,509
106,144
1246,199
391,946
701,147
497,504
38,1140
1056,330
77,645
135,989
1065,1119
98,1017
1017,172
323,405
499,435
993,1062
120,948
1129,212
1042,507
894,261
973,474
995,265
375,375
994,528
222,745
1133,229
1227,441
1250,596
1004,1104
1030,1058
1006,684
839,394
1248,439
1294,452
487,402
3,980
506,468
486,381
362,774
1,838
801,538
486,512
1086,685
789,267
812,308
943,337
881,445
148,1006
926,587
863,688
1006,1024
1008,818
1258,502
1016,1126
117,60
305,745
1070,700
197,1035
12,646
1051,91
674,1036
1027,192
1052,403
520,263
177,1017
863,914
124,1016
969,477
898,215
927,341
1050,140
1148,337
595,859
1034,626
888,572
970,487
35,206
740,250
577,313
91,282
1012,463
1044,658
1204,84
120,722
514,546
851,725
991,601
108,332
1211,388
1219,365
1017,682
1121,624
534,370
987,876
1228,478
391,821
1215,566
863,512
798,276
879,280
1123,907
1223,366
982,549
762,97
977,931
824,89
923,748
886,1008
882,115
229,719
836,1005
119,836
270,699
961,112
961,280
13,636
388,359
1198,50
907,739
815,548
664,554
1112,494
1017,913
1260,138
784,435
927,703
83,1071
124,273
1059,477
0,926
209,725
204,739
1211,277
881,455
209,1049
919,985
1234,11
106,700
148,879
926,1145
913,115
923,1130
860,662
1145,1162
928,159
790,653
16,828
872,128
765,26
502,280
12,1050
1240,215
1254,623
1014,601
792,642
1287,400
1120,59
53,1126
1125,534
736,238
1217,133
1116,433
696,245
525,269
166,1052
208,1088
25,1074
800,88
797,594
20,544
404,843
1267,195
459,933
177,734
951,1056
43,837
83,917
1085,224
34,923
954,157
793,938
249,693
232,1010
733,71
795,451
105,328
64,623
111,702
1140,145
64,506
817,292
1048,238
976,662
437,856
724,174
483,388
1265,311
490,581
403,829
1153,205
1098,293
1062,495
1072,69
975,636
550,887
1055,129
402,843
298,787
1011,1127
836,32
107,343
1040,756
387,905
495,450
939,647
903,267
1287,416
1046,547
578,340
1002,614
850,529
1264,520
878,313
1239,543
974,39
87,814
1110,421
1096,468
1217,58
